id_do_not_translate,original_text,translation
pk_turnInChurchSel.text,"""There is little to say,"" $PersonName says, frowning. ""They are an abomination to all that is holy and good. Their mere existence is a crime against humanity and God alike.""",
PKTurnInChurchSel.text,"""What?!"" $HeOrShe draws back in shock, ""I pray that you are merely a liar making a joke in poor taste. If indeed you did possess such a demonic artifact, I would implore you to take it far from this place and destroy it, immediately! Or, or, the Knights will deal with you!""

""Speak not to me,"" $heOrShe says, face red, then slams the comms shut-off.",
PKTurnInChurchAvoid.text,"""Yes. Good."" $HeOrShe examines you suspiciously. ""Was there something you wished to discuss?""",
PKCeyxInteraction.text,Your $shipOrFleet approaches $entityName.,
pkCeyxSel.text,"As a commissioned militant of the Church of Galactic Redemption, you have been given a set of codes allowing you to more easily coordinate with both fellow militants of the Church and the Knights of Ludd.

You use this access to link in to the Knights' comms network of Ceyx.",
PKOakGreeting.text,"An Excubitor Orbis of the Knights of Ludd appears before you, according to your comm-link metadata.

""I am Gideon Oak,"" he says, his stern gaze fixed on you.

Then he waits, patient as stone.",
PKOakGreeting2.text,"Excubitor Orbis Gideon Oak appears before you, once more.

""Captain $playerName,"" he says by way of greeting, his stern gaze fixed on you.

Then he waits, patient as stone.",
pkGiveKnightsSel.text,"""Hm,"" he says, considering you, and your words. 

Eventually he decides that he believes you, and nods. ""We will dispose of it in a manner befitting Ludd's Word.""

""Understand well, captain, that this act must be kept secret from the Hegemony; they claim an unholy inheritance from the ancient weapons of the old Domain, and would be loathe to see us destroy a piece of it.""",
pkGiveKnightsConfirmSel.text,"A squad of Knights led by an inquisitor-captain shuttles to your $shipOrFleet, examines the planetkiller device, says a prayer against evil, and then takes it back with them.

""You have done well to keep faith with the Faithful, $playerName,"" the Excubitor Orbis says. ""Bless you for your deed.""

He does not smile, but there is a just-detectable warmth to his expression nonetheless.",
PKSentinelDockyardOpen.text,"This collection of makeshift gantries is barely worth description as a 'dockyard', though it has obviously served as a one-off site to perform rapid work on a flotilla of large starships.",
PKSentinelDockyardFollowupA.text,"""Hegemony, I'd wager. Old work,"" your ops chief says with a grunt. ""First AI War.""

Your sensors officer asks for some evidence for that conclusion,  but ops just shakes their head and says something about their ""gut"".

Sensors runs an additional sweep, then calls for your attention, ""$PlayerSirOrMadam, there are some abandoned ships in the gantries. Look to be XIV Battlegroup vintage.""",
PKSentinelDockyardFollowupB.text,"""Hegemony. Old work,"" your ops chief says with a grunt. ""First AI War, I'd wager.""

This is where the crews that settled on Sentinel must have salvaged elements of their fleet - and converted others.

Your sensors officer runs a scan, then calls for your attention, ""$PlayerSirOrMadam, there are some abandoned ships in the debris. Look to be Battlegroup XIV vintage.""",
PK14thDefeated.text,"You receive a disturbing post-battle report from your tech officer: the command and control centers of the XIV Battleground ships you fought appear to have been modified to enable complete control of all systems by AI cores.

It doesn't look like Tri-Tachyon work, either. This was done by the Hegemony.",
PKSentinelInteraction.text,"The bitterly cold surface of $fullName rolls beneath you, the poles locked in endless winter. Only lucky arrangements of weather produce marginal habitability in small regions.

And indeed, there is a weak radio signal detectable in the midst of just such a conjunction. It transmits a weak transponder signal in Hegemony-standard protocol; an old code, but it checks out.

A sensor sweep reveals a tiny settlement with signs of primitive industry and agriculture.",
pkSentinelTryComms.text,"Your standard comms request gives no return. If there is a comms network, or even an emergency survival unit on the surface, it's either damaged or can't make a connection.  

Your comms officer tries more unconventional workarounds, from a suite of ancient standards used to ping drifting Domain-era relics to the latest suite of underworld methods that would earn a stern look from any honest customs officer; lossy but easily mistaken for background noise by sensor grids. All attempts are fruitless.

""$PlayerSirOrMadam. We might have to make contact the old fashioned way,"" your comms officer reports apologetically.",
pkSentinelSel.text,"You step off the shuttle, the frosty ground crunching beneath your boots. Your envirosuit has no trouble keeping you completely comfortable despite the biting winds.

The settlement is about a kilometer off. You've landed at a polite distance, on a rocky plateau, to avoid disturbing some muddy gray fields of some kind of agricultural effort.",
pkSentinel0.text,"A party of the inhabitants wearing masks and hoods meet you halfway.

Their guards, at the back, hold weapons slung; standard Domain-fab carbines. Their clothing is repurposed utility forgecloth, the type used to line cargo bays and maintenance conduits. They wear adornments denoting status made of worn but well-polished military insignia; winged phoenixes and stars. Hegemony crew survivors. And they've been here for a long time, from the looks of it.

A leader steps forward, pulling off her goggles. ""Did we win?"" she asks.",
pkSentinel1.text,"The leader exchanges glances with her companions, taking in the implication of your words.

You are invited to their settlement, to continue your conversation out of the cold. These castaways have not forgotten hospitality, in their manner. 

Or, perhaps, their leader - an elder by the name of Alo Skiron called ""commander"" by her lieutenants - knows the wisdom of controlling the spread of potentially explosive news from the outside Sector.",
pkSentinel2.text,"You are led to a cluster of neat, low structures; earthworks and hull panels spotted with forgeglass and chimney. The streets are clean and the citizenry uniformed by job role. Despite fixing you with open stares, they do not falter in their assignments.

Commander Skiron welcomes you and your party into a central meeting hall. It is warm, and festooned with Hegemony paraphernalia: uniforms, weapons, etched insignia from supply-case lids. The hand-worked reverence brings to mind a Luddic shrine that has undergone conversion to worship a martial god.

You pretend to sip a wretched yeast-derived ersatz tea - coffee maybe? - given to you by Skiron's attendants.",
pkSentinel3.text,"""You come from the Core Worlds, yes?,"" Skiron asks, ""We must get back in contact with our proper chain of command. The protocols command it."" 

Behind her, attendants and guards all mumble something in unison. You think you catch the word 'protocols'. ",
pkSentinel4.text,"""Will you bring word of us to the Persean Hegemony of the Fourteenth Battlegroup? They must have survived, yes? The Protocols promise that you will be rewarded, and we, saved.""

(Behind her, in unison, you hear intoned the words ""Reward and Salvation,"" in not quite the sing-song of group prayer.)

Now you can see the strange gleam in Skiron's eyes, as if she is looking up at the unwitting savior from her religion. And at the same time, something like fear, even panic, under the mania; you are an outsider.

They don't have outsiders here.",
PKSentinelHubQuestionsInA.text,"Skiron's face is impassive. ""The Protocols prohibit sharing intel without strategic purpose,"" she says. ""But you may ask.""",
PKSentinelHubQuestionsInB.text,"""The Protocols allow for conditional intel-sharing,"" Skiron says, giving you a hesitant look. ""Your own candor is appreciated. So ask.""",
PKSentinelHubQuestionsInC.text,"""It is Protocol to share intel with allies,"" Skiron gives you a comradely nod. ""Ask, and we shall provide.""",
PKSentinelHubConfInA.text,"You consider certain discoveries you've made. Skiron's adherence to 'Protocols' suggests that she may not be forthcoming, but perhaps she will spill some detail when presented with hard facts.",
